month,source_row,asin,sku,is_game,age_tier,units_charged,cost
2025-11,49,B00DRHNLEK,PT-ANK4-X0M5,False,365+,5,1.00
2025-11,50,B0B57TLKMM,1062635346,False,271-300,1,0.20
2025-11,51,B0BJ7S8NNN,1060807369,False,365+,2,0.53
2025-11,52,B0BJ7T3642,1060807372,False,365+,1,0.19
2025-11,53,B096WVGQMJ,1053589872,True,271-300,2,0.12
2025-11,54,B075MSL3BV,1047886637,True,211-240,2,0.02
2025-11,55,B01GWGX74Q,1043846177,True,211-240,1,0.01
2025-11,56,B0088I8M10,1041721114,True,211-240,1,0.01
2025-11,57,B07DDD9CPN,1041418871,True,211-240,1,0.01
2025-11,58,B082QL63JB,1037691479,True,211-240,6,0.06
2025-11,59,B07B9XCN31,1037334887,True,211-240,1,0.01
2025-11,60,B071G5JJDW,1035764639,True,211-240,1,0.01
2025-11,61,B003OZZJGS,1028571739,True,211-240,2,0.02
2025-12,1,B01EZA0D8O,1063375652,True,241-270,3,0.05
2025-12,2,B00XWQZPQ8,1068811431,True,241-270,1,0.02
2025-12,3,B07SL77MHX,1068811473,False,211-240,7,0.06
2025-12,4,B08JHP4Q7Y,1068811462,True,211-240,2,0.01
2025-12,5,B09RRHYD97,1065946288,True,241-270,3,0.06
2025-12,6,B01EZA0D8O,1063375652,True,301-330,7,0.44
2025-12,7,B071G5JJDW,1035764639,True,181-210,2,0.01
2025-12,8,B003OZZJGS,1028571739,True,241-270,2,0.04
2025-12,9,B0BRNY8987,1069288408,True,181-210,2,0.01
2025-12,10,B0BPPQWQW2,1069286282,True,211-240,7,0.08
2025-12,11,B0BSJZQK5L,1069286287,True,211-240,2,0.02
2025-12,12,B08J4P22MF,1069286292,True,211-240,2,0.02
2025-12,13,B0009WPZPY,1069286297,True,211-240,3,0.03
2025-12,14,B0CHN2DVSX,1069261942,False,211-240,17,1.13
2025-12,15,B0B18Y88N2,1068866832,True,241-270,2,0.02
2025-12,16,B01NAGTKX3,1068866833,True,241-270,1,0.02
2025-12,17,B07XKBZ7F7,1068811466,True,241-270,1,0.01
2025-12,18,B00XWQZPQ8,1068811431,True,181-210,1,0.01
2025-12,19,B00ZS80PC2,1067893319,True,241-270,2,0.04
2025-12,20,B0BV9NKGJ4,1068811478,False,211-240,1,0.27
2025-12,21,B01M2UALEJ,1068811465,True,241-270,1,0.02
2025-12,22,B07SL77MHX,1068811473,False,241-270,29,0.34
2025-12,23,B002I0JGDM,1068811424,True,241-270,1,0.02
2025-12,24,B08JHP4Q7Y,1068811462,True,241-270,2,0.03
2025-12,25,B09FCXXGT5,1068811453,True,241-270,8,0.08
2025-12,26,B0CGY48TGT,1068811429,True,241-270,5,0.10
2025-12,27,B071JCYKK4,1068329376,True,241-270,1,0.02
2025-12,28,B07KN77NXY,1068329356,True,301-330,20,1.30
2025-12,29,B08GR4GNRK,1066662845,True,211-240,1,0.01
2025-12,30,B002BDTZU0,1066393116,False,365+,10,9.08
2025-12,31,B09RRHYD97,1065946288,True,301-330,1,0.06
2025-12,32,B097PJX3Z9,1065946896,True,365+,2,0.30
2025-12,33,B003VN0U1M,1064901508,False,365+,13,3.39
2025-12,34,B004Q2TORS,1063376137,False,365+,4,0.60
2025-12,35,B01EZA0D8O,1063375652,True,181-210,3,0.03
2025-12,36,B00DRHNLEK,PT-ANK4-X0M5,False,365+,4,0.80
2025-12,37,B0B57TLKMM,1062635346,False,301-330,1,0.21
2025-12,38,B0BJ7S8NNN,1060807369,False,365+,2,0.53
2025-12,39,B0BJ7T3642,1060807372,False,365+,1,0.19
2025-12,40,B075MSL3BV,1047886637,True,181-210,5,0.04
2025-12,41,B0088I8M10,1041721114,True,241-270,1,0.02
2025-12,42,B0748VH8ZF,1039345443,True,181-210,9,0.07
2025-12,43,B082QL63JB,1037691479,True,241-270,6,0.12
2025-12,44,B07B9XCN31,1037334887,True,241-270,1,0.01
2025-12,45,B071G5JJDW,1035764639,True,241-270,1,0.02
2025-12,46,B003OZZJGS,1028571739,True,271-300,1,0.08
2026-01,1,B01EZA0D8O,1063375652,True,271-300,3,0.18
2026-01,2,B00XWQZPQ8,1068811431,True,271-300,1,0.06
2026-01,3,B07SL77MHX,1068811473,False,241-270,7,0.08
2026-01,4,B08JHP4Q7Y,1068811462,True,271-300,2,0.16
2026-01,5,B01EZA0D8O,1063375652,True,241-270,3,0.06
2026-01,6,B003OZZJGS,1028571739,True,271-300,2,0.16
2026-01,7,B0BRNY8987,1069288408,True,241-270,2,0.03
2026-01,8,B0BSJZQK5L,1069286287,True,241-270,2,0.04
2026-01,9,B08J4P22MF,1069286292,True,241-270,2,0.03
2026-01,10,B0009WPZPY,1069286297,True,241-270,1,0.02
2026-01,11,B0CHN2DVSX,1069261942,False,241-270,16,1.59
2026-01,12,B00XWQZPQ8,1068811431,True,241-270,1,0.02
2026-01,13,B00ZS80PC2,1067893319,True,271-300,2,0.14
2026-01,14,B01M2UALEJ,1068811465,True,271-300,1,0.06
2026-01,15,B07SL77MHX,1068811473,False,271-300,29,1.24
2026-01,16,B002I0JGDM,1068811424,True,271-300,1,0.08
2026-01,17,B08JHP4Q7Y,1068811462,True,241-270,2,0.02
2026-01,18,B09FCXXGT5,1068811453,True,271-300,2,0.08
2026-01,19,B0CGY48TGT,1068811429,True,271-300,3,0.24
2026-01,20,B071JCYKK4,1068329376,True,271-300,1,0.06
2026-01,21,B07KN77NXY,1068329356,True,331-365,20,1.34
2026-01,22,B08GR4GNRK,1066662845,True,241-270,1,0.02
2026-01,23,B002BDTZU0,1066393116,False,365+,10,9.08
2026-01,24,B097PJX3Z9,1065946896,True,365+,2,0.30
2026-01,25,B003VN0U1M,1064901508,False,365+,13,3.39
2026-01,26,B004Q2TORS,1063376137,False,365+,4,0.60
2026-01,27,B01EZA0D8O,1063375652,True,331-365,7,0.47
2026-01,28,B00DRHNLEK,PT-ANK4-X0M5,False,365+,4,0.80
2026-01,29,B0B57TLKMM,1062635346,False,331-365,1,0.22
2026-01,30,B0BJ7S8NNN,1060807369,False,365+,2,0.53
2026-01,31,B0BJ7T3642,1060807372,False,365+,1,0.19
2026-01,32,B075MSL3BV,1047886637,True,241-270,5,0.09
2026-01,33,B0088I8M10,1041721114,True,271-300,1,0.07
2026-01,34,B0748VH8ZF,1039345443,True,241-270,9,0.18
2026-01,35,B082QL63JB,1037691479,True,271-300,3,0.18
2026-01,36,B07B9XCN31,1037334887,True,271-300,1,0.04
2026-01,37,B071G5JJDW,1035764639,True,241-270,2,0.03
2026-01,38,B003OZZJGS,1028571739,True,301-330,1,0.08
2026-02,1,B01EZA0D8O,1063375652,True,271-300,3,0.18
2026-02,2,B08JHP4Q7Y,1068811462,True,181-210,2,0.02
2026-02,3,B01EZA0D8O,1063375652,True,301-330,3,0.19
2026-02,4,B0BSJZQK5L,1069286287,True,271-300,2,0.13
2026-02,5,B00XWQZPQ8,1068811431,True,271-300,1,0.06
2026-02,6,B00ZS80PC2,1067893319,True,301-330,2,0.14
2026-02,7,B07SL77MHX,1068811473,False,271-300,7,0.30
2026-02,8,B08JHP4Q7Y,1068811462,True,301-330,1,0.07
2026-02,9,B07KN77NXY,1068329356,True,331-365,4,0.26
2026-02,10,B08GR4GNRK,1066662845,True,271-300,1,0.06
2026-02,11,B01EZA0D8O,1063375652,True,366-455,6,1.80
2026-02,12,B075MSL3BV,1047886637,True,271-300,5,0.30
2026-02,13,B0088I8M10,1041721114,True,181-210,1,0.01
2026-02,14,B082QL63JB,1037691479,True,181-210,2,0.02
2026-02,15,B003OZZJGS,1028571739,True,331-365,1,0.08
2026-02,16,B0BP5CKT2F,1069890475,True,181-210,2,0.01
2026-02,17,B0BRNY8987,1069288408,True,271-300,2,0.11
2026-02,18,B0BSJZQK5L,1069286287,True,181-210,1,0.01
2026-02,19,B08J4P22MF,1069286292,True,271-300,2,0.12
2026-02,20,B0CHN2DVSX,1069261942,False,271-300,15,5.42
2026-02,21,B07YZ4QVZY,1068949078,True,181-210,2,0.02
2026-02,22,B00XWQZPQ8,1068811431,True,301-330,1,0.07
2026-02,23,B00ZS80PC2,1067893319,True,181-210,2,0.02
2026-02,24,B01M2UALEJ,1068811465,True,301-330,1,0.06
2026-02,25,B07SL77MHX,1068811473,False,301-330,26,1.22
2026-02,26,B002I0JGDM,1068811424,True,301-330,1,0.08
2026-02,27,B000L422L0,1068811450,True,181-210,24,0.15
2026-02,28,B08JHP4Q7Y,1068811462,True,271-300,2,0.12
2026-02,29,B0CGY48TGT,1068811429,True,301-330,3,0.24
2026-02,30,B071JCYKK4,1068329376,True,301-330,1,0.06
2026-02,31,B07KN77NXY,1068329356,True,366-455,16,4.80
2026-02,32,B00DBF813Y,1068329375,True,181-210,1,0.01
2026-02,33,B08GR4GNRK,1066662845,True,181-210,1,0.01
2026-02,34,B002BDTZU0,1066393116,False,456+,10,10.39
2026-02,35,B097PJX3Z9,1065946896,True,456+,2,0.70
2026-02,36,B003VN0U1M,1064901508,False,456+,13,4.55
2026-02,37,B08L9569L4,1064901365,True,181-210,1,0.01
2026-02,38,B004Q2TORS,1063376137,False,456+,4,1.40
2026-02,39,B01EZA0D8O,1063375652,True,331-365,1,0.07
2026-02,40,B00DRHNLEK,PT-ANK4-X0M5,False,456+,4,1.40
2026-02,41,B0B57TLKMM,1062635346,False,366-455,1,0.30
2026-02,42,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-02,43,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-02,44,B0BXTDQRCD,1059898566,False,271-300,1,1.44
2026-02,45,B005EHAFTA,1059113393,False,181-210,7,0.04
2026-02,46,B00CX6XKK6,1049720229,True,181-210,3,0.03
2026-02,47,B01AC3ZD06,1048894668,True,181-210,9,0.06
2026-02,48,B075MSL3BV,1047886637,True,181-210,1,0.01
2026-02,49,B00ZE360GG,1043651644,True,181-210,1,0.01
2026-02,50,B0088I8M10,1041721114,True,301-330,1,0.08
2026-02,51,B0748VH8ZF,1039345443,True,271-300,7,0.50
2026-02,52,B082QL63JB,1037691479,True,301-330,2,0.12
2026-02,53,B08L91Z6VK,1037691306,True,181-210,2,0.00
2026-02,54,B071G5JJDW,1035764639,True,271-300,2,0.12
2026-02,55,B008J16AG0,1034379345,True,181-210,1,0.00
2026-02,56,B07RQ33XDG,1032602113,True,181-210,8,0.07
2026-02,57,B003OZZJGS,1028571739,True,301-330,2,0.16
2026-02,58,B0050SYYEK,DL-GWVW-9XVQ,True,181-210,1,0.01
2026-02,59,B004LWVHIM,M4-JO8G-8M8M,True,181-210,1,0.01
2026-03,1,B08JHP4Q7Y,1068811462,True,331-365,2,0.14
2026-03,2,B01EZA0D8O,1063375652,True,366-455,6,1.80
2026-03,3,B0BSJZQK5L,1069286287,True,301-330,2,0.14
2026-03,4,B0CHN2DVSX,1069261942,False,301-330,10,3.79
2026-03,5,B00XWQZPQ8,1068811431,True,331-365,1,0.07
2026-03,6,B00ZS80PC2,1067893319,True,331-365,2,0.15
2026-03,7,B07SL77MHX,1068811473,False,301-330,7,0.33
2026-03,8,B000L422L0,1068811450,True,181-210,1,0.01
2026-03,9,B08JHP4Q7Y,1068811462,True,301-330,2,0.07
2026-03,10,B08GR4GNRK,1066662845,True,301-330,1,0.07
2026-03,11,B01EZA0D8O,1063375652,True,271-300,3,0.18
2026-03,12,B075MSL3BV,1047886637,True,211-240,1,0.01
2026-03,13,B0088I8M10,1041721114,True,331-365,1,0.08
2026-03,14,B082QL63JB,1037691479,True,331-365,1,0.07
2026-03,15,B07RQ33XDG,1032602113,True,181-210,1,0.01
2026-03,16,B0BP5CKT2F,1069890475,True,211-240,2,0.02
2026-03,17,B0BRNY8987,1069288408,True,271-300,2,0.11
2026-03,18,B0BSJZQK5L,1069286287,True,211-240,1,0.01
2026-03,19,B08J4P22MF,1069286292,True,301-330,2,0.14
2026-03,20,B0CHN2DVSX,1069261942,False,181-210,1,0.03
2026-03,21,B07YZ4QVZY,1068949078,True,211-240,1,0.02
2026-03,22,B00XWQZPQ8,1068811431,True,271-300,1,0.06
2026-03,23,B00ZS80PC2,1067893319,True,211-240,2,0.02
2026-03,24,B01M2UALEJ,1068811465,True,331-365,1,0.06
2026-03,25,B07SL77MHX,1068811473,False,331-365,19,0.92
2026-03,26,B002I0JGDM,1068811424,True,331-365,1,0.08
2026-03,27,B000L422L0,1068811450,True,211-240,24,0.24
2026-03,28,B08JHP4Q7Y,1068811462,True,211-240,2,0.02
2026-03,29,B0CGY48TGT,1068811429,True,331-365,3,0.24
2026-03,30,B071JCYKK4,1068329376,True,331-365,1,0.07
2026-03,31,B07KN77NXY,1068329356,True,366-455,20,6.00
2026-03,32,B08GR4GNRK,1066662845,True,211-240,1,0.01
2026-03,33,B002BDTZU0,1066393116,False,456+,10,10.39
2026-03,34,B097PJX3Z9,1065946896,True,456+,2,0.70
2026-03,35,B003VN0U1M,1064901508,False,456+,13,4.55
2026-03,36,B004Q2TORS,1063376137,False,456+,4,1.40
2026-03,37,B01EZA0D8O,1063375652,True,331-365,3,0.20
2026-03,38,B00DRHNLEK,PT-ANK4-X0M5,False,456+,4,1.40
2026-03,39,B0B57TLKMM,1062635346,False,366-455,1,0.30
2026-03,40,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-03,41,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-03,42,B0BXTDQRCD,1059898566,False,301-330,1,1.51
2026-03,43,B005EHAFTA,1059113393,False,211-240,7,0.08
2026-03,44,B00CX6XKK6,1049720229,True,211-240,3,0.03
2026-03,45,B01AC3ZD06,1048894668,True,211-240,9,0.11
2026-03,46,B075MSL3BV,1047886637,True,271-300,5,0.30
2026-03,47,B00ZE360GG,1043651644,True,211-240,1,0.02
2026-03,48,B0088I8M10,1041721114,True,211-240,1,0.01
2026-03,49,B0748VH8ZF,1039345443,True,271-300,6,0.43
2026-03,50,B082QL63JB,1037691479,True,211-240,2,0.02
2026-03,51,B071G5JJDW,1035764639,True,271-300,2,0.12
2026-03,52,B008J16AG0,1034379345,True,211-240,1,0.01
2026-03,53,B07RQ33XDG,1032602113,True,211-240,7,0.11
2026-04,1,B00ZS80PC2,1067893319,True,366-455,2,0.60
2026-04,2,B08JHP4Q7Y,1068811462,True,241-270,2,0.04
2026-04,3,B0BSJZQK5L,1069286287,True,331-365,2,0.14
2026-04,4,B0CHN2DVSX,1069261942,False,211-240,1,0.07
2026-04,5,B00XWQZPQ8,1068811431,True,331-365,1,0.07
2026-04,6,B00ZS80PC2,1067893319,True,181-210,2,0.02
2026-04,7,B07SL77MHX,1068811473,False,331-365,7,0.34
2026-04,8,B000L422L0,1068811450,True,211-240,1,0.01
2026-04,9,B08JHP4Q7Y,1068811462,True,366-455,2,0.60
2026-04,10,B08GR4GNRK,1066662845,True,331-365,1,0.07
2026-04,11,B00CX6XKK6,1049720229,True,181-210,1,0.01
2026-04,12,B075MSL3BV,1047886637,True,241-270,1,0.02
2026-04,13,B0748VH8ZF,1039345443,True,181-210,2,0.01
2026-04,14,B07RQ33XDG,1032602113,True,211-240,1,0.01
2026-04,15,B01J4PHT3C,1070280032,True,181-210,3,0.02
2026-04,16,B01JYW2EXA,1070280051,True,181-210,1,0.01
2026-04,17,B0006ACWEQ,1070175672,False,181-210,3,0.03
2026-04,18,B0BP5CKT2F,1069890475,True,241-270,2,0.04
2026-04,19,B0BRNY8987,1069288408,True,331-365,2,0.12
2026-04,20,B0BSJZQK5L,1069286287,True,241-270,1,0.02
2026-04,21,B08J4P22MF,1069286292,True,331-365,2,0.14
2026-04,22,B0CHN2DVSX,1069261942,False,331-365,2,0.78
2026-04,23,B00XWQZPQ8,1068811431,True,366-455,1,0.30
2026-04,24,B00ZS80PC2,1067893319,True,241-270,2,0.04
2026-04,25,B01M2UALEJ,1068811465,True,366-455,1,0.30
2026-04,26,B07SL77MHX,1068811473,False,366-455,3,0.90
2026-04,27,B002I0JGDM,1068811424,True,366-455,1,0.30
2026-04,28,B000L422L0,1068811450,True,241-270,23,0.30
2026-04,29,B08JHP4Q7Y,1068811462,True,331-365,2,0.07
2026-04,30,B00KTNU40E,1068811461,True,181-210,2,0.02
2026-04,31,B0CGY48TGT,1068811429,True,366-455,3,0.90
2026-04,32,B071JCYKK4,1068329376,True,366-455,1,0.30
2026-04,33,B07KN77NXY,1068329356,True,366-455,17,5.10
2026-04,34,B08GR4GNRK,1066662845,True,241-270,1,0.02
2026-04,35,B002BDTZU0,1066393116,False,456+,10,10.39
2026-04,36,B097PJX3Z9,1065946896,True,456+,2,0.70
2026-04,37,B003VN0U1M,1064901508,False,456+,13,4.55
2026-04,38,B004Q2TORS,1063376137,False,456+,4,1.40
2026-04,39,B00503E9UO,1063376019,True,181-210,1,0.01
2026-04,40,B01EZA0D8O,1063375652,True,331-365,1,0.06
2026-04,41,B00DRHNLEK,PT-ANK4-X0M5,False,456+,4,1.40
2026-04,42,B0BJ7S8NNN,1060807369,False,456+,2,0.70
2026-04,43,B0BJ7T3642,1060807372,False,456+,1,0.35
2026-04,44,B0BXTDQRCD,1059898566,False,331-365,1,1.56
2026-04,45,B00CX6XKK6,1049720229,True,241-270,2,0.04
2026-04,46,B075MSL3BV,1047886637,True,331-365,5,0.35
2026-04,47,B00ZE360GG,1043651644,True,241-270,1,0.02
2026-04,48,B0088I8M10,1041721114,True,181-210,1,0.01
2026-04,49,B0748VH8ZF,1039345443,True,331-365,7,0.55
2026-04,50,B082QL63JB,1037691479,True,181-210,1,0.01
2026-04,51,B071G5JJDW,1035764639,True,331-365,2,0.12
2026-04,52,B07RQ33XDG,1032602113,True,241-270,6,0.12
2026-04,53,B074RYSTNS,1031051620,False,181-210,1,0.06
2026-04,54,B004LWVHIM,M4-JO8G-8M8M,True,241-270,1,0.02
2026-05,1,B00ZS80PC2,1067893319,True,271-300,2,0.14
2026-05,2,B08JHP4Q7Y,1068811462,True,366-455,2,0.60
2026-05,3,B0BSJZQK5L,1069286287,True,331-365,2,0.14
2026-05,4,B00XWQZPQ8,1068811431,True,366-455,1,0.30
2026-05,5,B00ZS80PC2,1067893319,True,211-240,2,0.03
2026-05,6,B000L422L0,1068811450,True,241-270,1,0.01
2026-05,7,B08JHP4Q7Y,1068811462,True,331-365,2,0.07
2026-05,8,B07KN77NXY,1068329356,True,456+,12,4.20
2026-05,9,B08GR4GNRK,1066662845,True,331-365,1,0.07
2026-05,10,B00ZE360GG,1043651644,True,271-300,1,0.08
